PAW protein_summary_9 results file
written: Fri Apr 24 07:34:56 2020

 	=subtotal(109,B6:B5436)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
1916.0	1	sp|P46783|RS10_HUMAN	 	78.8	165	18898	40S ribosomal protein S10 OS=Homo sapiens (Human) OX=9606 GN=RPS10 PE=1 SV=1	120	112	0.933	41	41	38	38	39	35	38.242	39.141	35.200	sp|P46783|RS10_HUMAN, sp|Q15149|PLEC_HUMAN
1917.0	1	sp|P46821|MAP1B_HUMAN	 	34.3	2468	270631	Microtubule-associated protein 1B OS=Homo sapiens (Human) OX=9606 GN=MAP1B PE=1 SV=2	205	198	0.966	48	102	55	46	100	52	47.957	101.942	54.889	sp|P46821|MAP1B_HUMAN, sp|P78559|MAP1A_HUMAN
1918.0	1	sp|P46926|GNPI1_HUMAN	 	55.4	289	32668	Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens (Human) OX=9606 GN=GNPDA1 PE=1 SV=1	51	37	0.725	15	18	18	10	15	12	14.167	18.000	17.538	sp|P46926|GNPI1_HUMAN, sp|Q8TDQ7|GNPI2_HUMAN
1919.0	1	sp|P46934|NEDD4_HUMAN	 	2.2	1319	149113	E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens (Human) OX=9606 GN=NEDD4 PE=1 SV=4	3	2	0.667	0	2	1	0	1	1	0.000	1.500	1.000	sp|P46934|NEDD4_HUMAN, sp|Q96PU5|NED4L_HUMAN
1920.0	1	sp|P46937|YAP1_HUMAN	 	27.6	504	54461	Transcriptional coactivator YAP1 OS=Homo sapiens (Human) OX=9606 GN=YAP1 PE=1 SV=2	25	25	1.000	8	6	11	8	6	11	8.000	6.000	11.000	 
1921.0	1	sp|P46939|UTRO_HUMAN	 	19.6	3433	394462	Utrophin OS=Homo sapiens (Human) OX=9606 GN=UTRN PE=1 SV=2	127	123	0.969	39	50	38	39	48	36	39.000	50.000	37.946	sp|P11532|DMD_HUMAN, sp|P46939|UTRO_HUMAN
1922.0	1	sp|P46940|IQGA1_HUMAN	 	61.1	1657	189250	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens (Human) OX=9606 GN=IQGAP1 PE=1 SV=1	666	629	0.944	241	233	192	228	220	181	240.121	231.240	191.241	sp|P46940|IQGA1_HUMAN, sp|Q13576|IQGA2_HUMAN, sp|Q86VI3|IQGA3_HUMAN
1923.0	1	sp|P46952|3HAO_HUMAN	 	33.6	286	32556	3-hydroxyanthranilate 3,4-dioxygenase OS=Homo sapiens (Human) OX=9606 GN=HAAO PE=1 SV=2	18	18	1.000	0	15	3	0	15	3	0.000	15.000	3.000	 
1924.0	1	sp|P46976|GLYG_HUMAN	 	20.3	350	39383	Glycogenin-1 OS=Homo sapiens (Human) OX=9606 GN=GYG1 PE=1 SV=4	36	36	1.000	13	12	11	13	12	11	13.000	12.000	11.000	 
1925.0	1	sp|P46977|STT3A_HUMAN	 	20.3	705	80529	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens (Human) OX=9606 GN=STT3A PE=1 SV=2	108	91	0.843	31	42	35	24	37	30	29.091	41.111	33.846	sp|P46977|STT3A_HUMAN, sp|Q8TCJ2|STT3B_HUMAN
1926.0	1	sp|P47712|PA24A_HUMAN	 	13.8	749	85238	Cytosolic phospholipase A2 OS=Homo sapiens (Human) OX=9606 GN=PLA2G4A PE=1 SV=2	11	11	1.000	1	3	7	1	3	7	1.000	3.000	7.000	 
1927.0	1	sp|P47755|CAZA2_HUMAN	 	69.9	286	32949	F-actin-capping protein subunit alpha-2 OS=Homo sapiens (Human) OX=9606 GN=CAPZA2 PE=1 SV=3	55	45	0.818	19	15	21	14	13	18	15.944	13.743	19.227	sp|P47755|CAZA2_HUMAN, sp|P52907|CAZA1_HUMAN
1928.0	1	sp|P47756|CAPZB_HUMAN	 	60.3	277	31350	F-actin-capping protein subunit beta OS=Homo sapiens (Human) OX=9606 GN=CAPZB PE=1 SV=4	161	161	1.000	54	53	54	54	53	54	54.000	53.000	54.000	 
1929.0	1	sp|P47813|IF1AX_HUMAN	 	57.6	144	16460	Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens (Human) OX=9606 GN=EIF1AX PE=1 SV=2	29	29	1.000	11	10	8	11	10	8	11.000	10.000	8.000	 
1930.0	1	sp|P47895|AL1A3_HUMAN	 	17.0	512	56108	Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens (Human) OX=9606 GN=ALDH1A3 PE=1 SV=2	22	12	0.545	6	9	7	1	6	5	1.067	6.456	5.223	sp|O94788|AL1A2_HUMAN, sp|P00352|AL1A1_HUMAN, sp|P05091|ALDH2_HUMAN, sp|P30837|AL1B1_HUMAN, sp|P47895|AL1A3_HUMAN
1931.0	1	sp|P47897|SYQ_HUMAN	 	50.3	775	87798	Glutamine--tRNA ligase OS=Homo sapiens (Human) OX=9606 GN=QARS1 PE=1 SV=1	77	76	0.987	19	29	29	19	29	28	19.000	29.000	28.162	sp|P07814|SYEP_HUMAN, sp|P47897|SYQ_HUMAN
1932.0	1	sp|P47914|RL29_HUMAN	 	29.6	159	17752	60S ribosomal protein L29 OS=Homo sapiens (Human) OX=9606 GN=RPL29 PE=1 SV=2	57	57	1.000	21	17	19	21	17	19	21.000	17.000	19.000	 
1933.0	1	sp|P47929|LEG7_HUMAN	 	83.1	136	15075	Galectin-7 OS=Homo sapiens (Human) OX=9606 GN=LGALS7B PE=1 SV=2	56	56	1.000	10	40	6	10	40	6	10.000	40.000	6.000	 
1934.0	1	sp|P47985|UCRI_HUMAN	 	42.3	274	29668	Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=UQCRFS1 PE=1 SV=2	40	40	1.000	14	14	12	14	14	12	14.000	14.000	12.000	 
1935.0	1	sp|P47989|XDH_HUMAN	 	1.3	1333	146423	Xanthine dehydrogenase/oxidase OS=Homo sapiens (Human) OX=9606 GN=XDH PE=1 SV=4	5	1	0.200	3	1	1	1	0	0	1.028	0.000	0.000	sp|P47989|XDH_HUMAN, sp|P52209|6PGD_HUMAN
1936.0	1	sp|P48047|ATPO_HUMAN	 	70.0	213	23277	ATP synthase subunit O, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ATP5PO PE=1 SV=1	80	80	1.000	26	27	27	26	27	27	26.000	27.000	27.000	 
1937.0	1	sp|P48059|LIMS1_HUMAN	 	14.2	325	37251	LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens (Human) OX=9606 GN=LIMS1 PE=1 SV=4	23	21	0.913	7	8	8	5	8	8	7.000	8.000	8.000	sp|P48059|LIMS1_HUMAN, sp|Q7Z4I7|LIMS2_HUMAN
1938.0	1	sp|P48147|PPCE_HUMAN	 	56.6	710	80699	Prolyl endopeptidase OS=Homo sapiens (Human) OX=9606 GN=PREP PE=1 SV=2	127	127	1.000	47	40	40	47	40	40	47.000	40.000	40.000	 
1939.0	1	sp|P48163|MAOX_HUMAN	 	47.0	572	64149	NADP-dependent malic enzyme OS=Homo sapiens (Human) OX=9606 GN=ME1 PE=1 SV=1	60	60	1.000	19	28	13	19	28	13	19.000	28.000	13.000	 
1940.0	1	sp|P48426|PI42A_HUMAN	 	24.4	406	46224	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens (Human) OX=9606 GN=PIP4K2A PE=1 SV=2	15	4	0.267	4	3	8	1	0	3	1.545	0.000	5.400	sp|P48426|PI42A_HUMAN, sp|P78356|PI42B_HUMAN, sp|Q8TBX8|PI42C_HUMAN
1941.0	1	sp|P48444|COPD_HUMAN	 	59.1	511	57210	Coatomer subunit delta OS=Homo sapiens (Human) OX=9606 GN=ARCN1 PE=1 SV=1	160	160	1.000	49	52	59	49	52	59	49.000	52.000	59.000	 
1942.0	1	sp|P48449|ERG7_HUMAN	 	14.2	732	83308	Lanosterol synthase OS=Homo sapiens (Human) OX=9606 GN=LSS PE=1 SV=1	21	21	1.000	3	7	11	3	7	11	3.000	7.000	11.000	 
1943.0	1	sp|P48506|GSH1_HUMAN	 	11.6	637	72765	Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens (Human) OX=9606 GN=GCLC PE=1 SV=2	9	9	1.000	2	2	5	2	2	5	2.000	2.000	5.000	 
1944.0	1	sp|P48507|GSH0_HUMAN	 	27.4	274	30727	Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens (Human) OX=9606 GN=GCLM PE=1 SV=1	10	10	1.000	4	2	4	4	2	4	4.000	2.000	4.000	 
1945.0	1	sp|P48509|CD151_HUMAN	 	23.7	253	28295	CD151 antigen OS=Homo sapiens (Human) OX=9606 GN=CD151 PE=1 SV=3	23	23	1.000	9	7	7	9	7	7	9.000	7.000	7.000	 
1946.0	1	sp|P48539|PCP4_HUMAN	 	61.3	62	6791	Calmodulin regulator protein PCP4 OS=Homo sapiens (Human) OX=9606 GN=PCP4 PE=1 SV=3	9	9	1.000	0	9	0	0	9	0	0.000	9.000	0.000	 
1947.0	1	sp|P48556|PSMD8_HUMAN	 	33.4	350	39611	26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens (Human) OX=9606 GN=PSMD8 PE=1 SV=2	45	45	1.000	14	14	17	14	14	17	14.000	14.000	17.000	 
1948.0	1	sp|P48634|PRC2A_HUMAN	 	7.0	2157	228860	Protein PRRC2A OS=Homo sapiens (Human) OX=9606 GN=PRRC2A PE=1 SV=3	30	27	0.900	9	8	13	7	7	13	7.483	7.292	13.000	sp|P48634|PRC2A_HUMAN, sp|Q9Y520|PRC2C_HUMAN
1949.0	1	sp|P48637|GSHB_HUMAN	 	20.7	474	52384	Glutathione synthetase OS=Homo sapiens (Human) OX=9606 GN=GSS PE=1 SV=1	26	26	1.000	6	10	10	6	10	10	6.000	10.000	10.000	 
1950.0	1	sp|P48643|TCPE_HUMAN	 	73.4	541	59670	T-complex protein 1 subunit epsilon OS=Homo sapiens (Human) OX=9606 GN=CCT5 PE=1 SV=1	231	213	0.922	76	76	79	70	69	74	73.158	72.659	76.643	sp|P48643|TCPE_HUMAN, sp|P50991|TCPD_HUMAN
1951.0	1	sp|P48651|PTSS1_HUMAN	 	6.1	473	55527	Phosphatidylserine synthase 1 OS=Homo sapiens (Human) OX=9606 GN=PTDSS1 PE=1 SV=1	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000	 
1952.0	1	sp|P48681|NEST_HUMAN	 	35.5	1621	177437	Nestin OS=Homo sapiens (Human) OX=9606 GN=NES PE=1 SV=2	118	118	1.000	38	33	47	38	33	47	38.000	33.000	47.000	 
1953.0	1	sp|P48723|HSP13_HUMAN	 	13.8	471	51927	Heat shock 70 kDa protein 13 OS=Homo sapiens (Human) OX=9606 GN=HSPA13 PE=1 SV=1	9	9	1.000	3	1	5	3	1	5	3.000	1.000	5.000	 
1954.0	1	sp|P48728|GCST_HUMAN	 	9.4	403	43946	Aminomethyltransferase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=AMT PE=1 SV=1	6	6	1.000	2	0	4	2	0	4	2.000	0.000	4.000	 
1955.0	1	sp|P48729|KC1A_HUMAN	 	36.5	337	38914	Casein kinase I isoform alpha OS=Homo sapiens (Human) OX=9606 GN=CSNK1A1 PE=1 SV=2	21	21	1.000	5	8	8	5	8	8	5.000	8.000	8.000	 
1956.0	1	sp|P48735|IDHP_HUMAN	 	61.1	452	50909	Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens (Human) OX=9606 GN=IDH2 PE=1 SV=2	220	215	0.977	68	87	65	67	85	63	67.536	86.104	64.016	sp|O75874|IDHC_HUMAN, sp|P48735|IDHP_HUMAN
1957.0	1	sp|P48739|PIPNB_HUMAN	 	63.8	271	31540	Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens (Human) OX=9606 GN=PITPNB PE=1 SV=2	73	61	0.836	23	22	28	18	19	24	21.103	20.781	26.400	sp|P48739|PIPNB_HUMAN, sp|Q00169|PIPNA_HUMAN
1958.0	1	sp|P48741|HSP77_HUMAN	 	18.3	367	40244	Putative heat shock 70 kDa protein 7 OS=Homo sapiens (Human) OX=9606 GN=HSPA7 PE=5 SV=2	96	1	0.010	30	36	30	1	0	0	1.217	0.000	0.000	sp|P0DMV8|HS71A_HUMAN, sp|P11021|BIP_HUMAN, sp|P11142|HSP7C_HUMAN, sp|P17066|HSP76_HUMAN, sp|P34931|HS71L_HUMAN, sp|P48741|HSP77_HUMAN, sp|P54652|HSP72_HUMAN
1959.0	1	sp|P48960|CD97_HUMAN	 	10.3	835	91868	CD97 antigen OS=Homo sapiens (Human) OX=9606 GN=CD97 PE=1 SV=4	20	20	1.000	6	4	10	6	4	10	6.000	4.000	10.000	 
1960.0	1	sp|P49005|DPOD2_HUMAN	 	8.3	469	51289	DNA polymerase delta subunit 2 OS=Homo sapiens (Human) OX=9606 GN=POLD2 PE=1 SV=1	6	6	1.000	3	1	2	3	1	2	3.000	1.000	2.000	 
1961.0	1	sp|P49006|MRP_HUMAN	 	40.5	195	19529	MARCKS-related protein OS=Homo sapiens (Human) OX=9606 GN=MARCKSL1 PE=1 SV=2	39	39	1.000	13	14	12	13	14	12	13.000	14.000	12.000	 
1962.0	1	sp|P49023|PAXI_HUMAN	 	23.4	591	64505	Paxillin OS=Homo sapiens (Human) OX=9606 GN=PXN PE=1 SV=3	34	34	1.000	14	11	9	14	11	9	14.000	11.000	9.000	 
1963.0	1	sp|P49137|MAPK2_HUMAN	 	20.2	400	45567	MAP kinase-activated protein kinase 2 OS=Homo sapiens (Human) OX=9606 GN=MAPKAPK2 PE=1 SV=1	15	15	1.000	4	5	6	4	5	6	4.000	5.000	6.000	 
1964.0	1	sp|P49189|AL9A1_HUMAN	 	49.8	494	53801	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens (Human) OX=9606 GN=ALDH9A1 PE=1 SV=3	145	145	1.000	41	54	50	41	54	50	41.000	54.000	50.000	 
1965.0	1	sp|P49207|RL34_HUMAN	 	43.6	117	13293	60S ribosomal protein L34 OS=Homo sapiens (Human) OX=9606 GN=RPL34 PE=1 SV=3	68	68	1.000	23	20	25	23	20	25	23.000	20.000	25.000	 
1966.0	1	sp|P49247|RPIA_HUMAN	 	13.2	311	33269	Ribose-5-phosphate isomerase OS=Homo sapiens (Human) OX=9606 GN=RPIA PE=1 SV=3	5	5	1.000	2	0	3	2	0	3	2.000	0.000	3.000	 
1967.0	1	sp|P49257|LMAN1_HUMAN	 	45.9	510	57548	Protein ERGIC-53 OS=Homo sapiens (Human) OX=9606 GN=LMAN1 PE=1 SV=2	152	152	1.000	47	47	58	47	47	58	47.000	47.000	58.000	 
1968.0	1	sp|P49321|NASP_HUMAN	 	56.7	788	85237	Nuclear autoantigenic sperm protein OS=Homo sapiens (Human) OX=9606 GN=NASP PE=1 SV=2	154	154	1.000	68	38	48	68	38	48	68.000	38.000	48.000	 
1969.0	1	sp|P49326|FMO5_HUMAN	 	15.0	533	60220	Dimethylaniline monooxygenase [N-oxide-forming] 5 OS=Homo sapiens (Human) OX=9606 GN=FMO5 PE=1 SV=2	11	11	1.000	0	11	0	0	11	0	0.000	11.000	0.000	 
1970.0	1	sp|P49327|FAS_HUMAN	 	61.0	2511	273423	Fatty acid synthase OS=Homo sapiens (Human) OX=9606 GN=FASN PE=1 SV=3	705	700	0.993	195	358	152	195	355	150	195.000	357.992	151.987	sp|P28340|DPOD1_HUMAN, sp|P49327|FAS_HUMAN
1971.0	1	sp|P49354|FNTA_HUMAN	 	22.7	379	44408	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Homo sapiens (Human) OX=9606 GN=FNTA PE=1 SV=1	23	23	1.000	5	10	8	5	10	8	5.000	10.000	8.000	 
1972.0	1	sp|P49368|TCPG_HUMAN	 	62.8	545	60533	T-complex protein 1 subunit gamma OS=Homo sapiens (Human) OX=9606 GN=CCT3 PE=1 SV=4	234	234	1.000	81	70	83	81	70	83	81.000	70.000	83.000	 
1973.0	1	sp|P49406|RM19_HUMAN	 	11.3	292	33535	39S ribosomal protein L19, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL19 PE=1 SV=2	5	5	1.000	0	2	3	0	2	3	0.000	2.000	3.000	 
1974.0	1	sp|P49407|ARRB1_HUMAN	 	23.2	418	47065	Beta-arrestin-1 OS=Homo sapiens (Human) OX=9606 GN=ARRB1 PE=1 SV=2	20	17	0.850	6	10	4	6	7	4	6.000	9.333	4.000	sp|P32121|ARRB2_HUMAN, sp|P49407|ARRB1_HUMAN
1975.0	1	sp|P49411|EFTU_HUMAN	 	64.4	452	49541	Elongation factor Tu, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=TUFM PE=1 SV=2	191	191	1.000	66	51	74	66	51	74	66.000	51.000	74.000	 
1976.0	1	sp|P49418|AMPH_HUMAN	 	7.8	695	76256	Amphiphysin OS=Homo sapiens (Human) OX=9606 GN=AMPH PE=1 SV=1	5	4	0.800	0	4	1	0	4	0	0.000	4.000	0.000	sp|O00499|BIN1_HUMAN, sp|P49418|AMPH_HUMAN, sp|Q9UBW5|BIN2_HUMAN
1977.0	1	sp|P49419|AL7A1_HUMAN	 	55.3	539	58486	Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens (Human) OX=9606 GN=ALDH7A1 PE=1 SV=5	156	156	1.000	43	51	62	43	51	62	43.000	51.000	62.000	 
1978.0	1	sp|P49441|INPP_HUMAN	 	5.5	399	43998	Inositol polyphosphate 1-phosphatase OS=Homo sapiens (Human) OX=9606 GN=INPP1 PE=1 SV=1	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	 
1979.0	1	sp|P49458|SRP09_HUMAN	 	58.1	86	10112	Signal recognition particle 9 kDa protein OS=Homo sapiens (Human) OX=9606 GN=SRP9 PE=1 SV=2	46	46	1.000	15	16	15	15	16	15	15.000	16.000	15.000	 
1980.0	1	sp|P49585|PCY1A_HUMAN	 	38.4	367	41731	Choline-phosphate cytidylyltransferase A OS=Homo sapiens (Human) OX=9606 GN=PCYT1A PE=1 SV=2	34	34	1.000	12	10	12	12	10	12	12.000	10.000	12.000	 
1981.0	1	sp|P49588|SYAC_HUMAN	 	46.4	968	106809	Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=AARS1 PE=1 SV=2	223	223	1.000	70	69	84	70	69	84	70.000	69.000	84.000	 
1982.0	1	sp|P49589|SYCC_HUMAN	 	34.6	748	85472	Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=CARS1 PE=1 SV=3	65	65	1.000	21	17	27	21	17	27	21.000	17.000	27.000	 
1983.0	1	sp|P49590|SYHM_HUMAN	 	14.0	506	56888	Histidine--tRNA ligase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=HARS2 PE=1 SV=1	14	2	0.143	5	5	4	0	1	1	0.000	1.200	1.120	sp|P12081|HARS1_HUMAN, sp|P49590|SYHM_HUMAN
1984.0	1	sp|P49591|SYSC_HUMAN	 	47.5	514	58777	Serine--tRNA ligase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=SARS1 PE=1 SV=3	90	90	1.000	31	24	35	31	24	35	31.000	24.000	35.000	 
1985.0	1	sp|P49593|PPM1F_HUMAN	 	32.8	454	49830	Protein phosphatase 1F OS=Homo sapiens (Human) OX=9606 GN=PPM1F PE=1 SV=3	21	21	1.000	6	11	4	6	11	4	6.000	11.000	4.000	 
1986.0	1	sp|P49643|PRI2_HUMAN	 	3.1	509	58805	DNA primase large subunit OS=Homo sapiens (Human) OX=9606 GN=PRIM2 PE=1 SV=2	4	4	1.000	0	0	4	0	0	4	0.000	0.000	4.000	 
1987.0	1	sp|P49662|CASP4_HUMAN	 	16.4	377	43262	Caspase-4 OS=Homo sapiens (Human) OX=9606 GN=CASP4 PE=1 SV=1	9	9	1.000	4	1	4	4	1	4	4.000	1.000	4.000	 
1988.0	1	sp|P49674|KC1E_HUMAN	 	5.3	416	47315	Casein kinase I isoform epsilon OS=Homo sapiens (Human) OX=9606 GN=CSNK1E PE=1 SV=1	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	 
1989.0	1	sp|P49711|CTCF_HUMAN	 	6.1	727	82785	Transcriptional repressor CTCF OS=Homo sapiens (Human) OX=9606 GN=CTCF PE=1 SV=1	12	12	1.000	3	5	4	3	5	4	3.000	5.000	4.000	 
1990.0	1	sp|P49720|PSB3_HUMAN	 	47.3	205	22949	Proteasome subunit beta type-3 OS=Homo sapiens (Human) OX=9606 GN=PSMB3 PE=1 SV=2	41	41	1.000	15	14	12	15	14	12	15.000	14.000	12.000	 
1991.0	1	sp|P49721|PSB2_HUMAN	 	45.8	201	22836	Proteasome subunit beta type-2 OS=Homo sapiens (Human) OX=9606 GN=PSMB2 PE=1 SV=1	28	28	1.000	7	10	11	7	10	11	7.000	10.000	11.000	 
1992.0	1	sp|P49736|MCM2_HUMAN	 	36.2	904	101895	DNA replication licensing factor MCM2 OS=Homo sapiens (Human) OX=9606 GN=MCM2 PE=1 SV=4	59	59	1.000	20	16	23	20	16	23	20.000	16.000	23.000	 
1993.0	1	sp|P49746|TSP3_HUMAN	 	26.9	956	104200	Thrombospondin-3 OS=Homo sapiens (Human) OX=9606 GN=THBS3 PE=1 SV=1	67	63	0.940	11	18	38	11	16	36	11.000	16.942	37.156	sp|P07996|TSP1_HUMAN, sp|P35442|TSP2_HUMAN, sp|P35443|TSP4_HUMAN, sp|P49746|TSP3_HUMAN
1994.0	1	sp|P49747|COMP_HUMAN	 	39.5	757	82860	Cartilage oligomeric matrix protein OS=Homo sapiens (Human) OX=9606 GN=COMP PE=1 SV=2	56	45	0.804	16	28	12	12	23	10	15.692	27.600	11.818	sp|P35443|TSP4_HUMAN, sp|P49747|COMP_HUMAN
1995.0	1	sp|P49748|ACADV_HUMAN	 	55.4	655	70389	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACADVL PE=1 SV=1	161	161	1.000	47	56	58	47	56	58	47.000	56.000	58.000	 
1996.0	1	sp|P49750|YLPM1_HUMAN	 	14.5	2146	241643	YLP motif-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=YLPM1 PE=1 SV=4	44	41	0.932	12	15	17	10	14	17	10.488	14.424	17.000	sp|P09543|CN37_HUMAN, sp|P49750|YLPM1_HUMAN, sp|Q5TBK1|N42L1_HUMAN, sp|Q92802|N42L2_HUMAN
1997.0	1	sp|P49753|ACOT2_HUMAN	 	43.5	483	53218	Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACOT2 PE=1 SV=6	51	1	0.020	16	20	15	0	1	0	8.000	7.333	0.000	sp|P49753|ACOT2_HUMAN, sp|Q86TX2|ACOT1_HUMAN
1998.0	1	sp|P49755|TMEDA_HUMAN	 	41.6	219	24976	Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens (Human) OX=9606 GN=TMED10 PE=1 SV=2	95	95	1.000	25	32	38	25	32	38	25.000	32.000	38.000	 
1999.0	1	sp|P49756|RBM25_HUMAN	 	24.8	843	100184	RNA-binding protein 25 OS=Homo sapiens (Human) OX=9606 GN=RBM25 PE=1 SV=3	40	40	1.000	12	15	13	12	15	13	12.000	15.000	13.000	 
2000.0	1	sp|P49757|NUMB_HUMAN	 	6.3	651	70803	Protein numb homolog OS=Homo sapiens (Human) OX=9606 GN=NUMB PE=1 SV=2	6	5	0.833	2	1	3	2	1	2	2.000	1.000	2.500	sp|P49757|NUMB_HUMAN, sp|Q9Y6R0|NUMBL_HUMAN
2001.0	1	sp|P49770|EI2BB_HUMAN	 	16.8	351	38989	Translation initiation factor eIF-2B subunit beta OS=Homo sapiens (Human) OX=9606 GN=EIF2B2 PE=1 SV=3	6	6	1.000	2	2	2	2	2	2	2.000	2.000	2.000	 
2002.0	1	sp|P49773|HINT1_HUMAN	 	60.3	126	13802	Histidine triad nucleotide-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=HINT1 PE=1 SV=2	30	30	1.000	10	11	9	10	11	9	10.000	11.000	9.000	 
2003.0	1	sp|P49790|NU153_HUMAN	 	22.5	1475	153937	Nuclear pore complex protein Nup153 OS=Homo sapiens (Human) OX=9606 GN=NUP153 PE=1 SV=2	63	63	1.000	26	14	23	26	14	23	26.000	14.000	23.000	 
2004.0	1	sp|P49792|RBP2_HUMAN	 	23.2	3224	358195	E3 SUMO-protein ligase RanBP2 OS=Homo sapiens (Human) OX=9606 GN=RANBP2 PE=1 SV=2	142	106	0.746	40	43	59	32	30	44	39.593	42.250	58.327	sp|P0DJD0|RGPD1_HUMAN, sp|P30405|PPIF_HUMAN, sp|P49792|RBP2_HUMAN, sp|Q08752|PPID_HUMAN, sp|Q9ULE0|WWC3_HUMAN
2005.0	1	sp|P49821|NDUV1_HUMAN	 	33.8	464	50817	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=NDUFV1 PE=1 SV=4	50	50	1.000	18	16	16	18	16	16	18.000	16.000	16.000	 
2006.0	1	sp|P49840|GSK3A_HUMAN	 	11.4	483	50980	Glycogen synthase kinase-3 alpha OS=Homo sapiens (Human) OX=9606 GN=GSK3A PE=1 SV=2	8	2	0.250	1	3	4	0	0	2	0.500	0.000	2.667	sp|P49840|GSK3A_HUMAN, sp|P49841|GSK3B_HUMAN
2007.0	1	sp|P49841|GSK3B_HUMAN	 	35.2	420	46744	Glycogen synthase kinase-3 beta OS=Homo sapiens (Human) OX=9606 GN=GSK3B PE=1 SV=2	12	6	0.500	1	5	6	0	2	4	0.500	5.000	5.333	sp|P49840|GSK3A_HUMAN, sp|P49841|GSK3B_HUMAN
2008.0	1	sp|P49902|5NTC_HUMAN	 	21.6	561	64969	Cytosolic purine 5'-nucleotidase OS=Homo sapiens (Human) OX=9606 GN=NT5C2 PE=1 SV=1	30	30	1.000	6	12	12	6	12	12	6.000	12.000	12.000	 
2009.0	1	sp|P49903|SPS1_HUMAN	 	26.0	392	42910	Selenide, water dikinase 1 OS=Homo sapiens (Human) OX=9606 GN=SEPHS1 PE=1 SV=2	29	29	1.000	12	6	11	12	6	11	12.000	6.000	11.000	 
2010.0	1	sp|P49908|SEPP1_HUMAN	 	12.3	381	43173	Selenoprotein P OS=Homo sapiens (Human) OX=9606 GN=SELENOP PE=1 SV=3	12	12	1.000	2	7	3	2	7	3	2.000	7.000	3.000	 
2011.0	1	sp|P49913|CAMP_HUMAN	 	36.5	170	19301	Cathelicidin antimicrobial peptide OS=Homo sapiens (Human) OX=9606 GN=CAMP PE=1 SV=1	25	25	1.000	4	10	11	4	10	11	4.000	10.000	11.000	 
2012.0	1	sp|P49915|GUAA_HUMAN	 	48.2	693	76715	GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens (Human) OX=9606 GN=GMPS PE=1 SV=1	95	95	1.000	37	21	37	37	21	37	37.000	21.000	37.000	 
2013.0	1	sp|P49916|DNLI3_HUMAN	 	8.4	1009	112906	DNA ligase 3 OS=Homo sapiens (Human) OX=9606 GN=LIG3 PE=1 SV=2	19	19	1.000	6	4	9	6	4	9	6.000	4.000	9.000	 
2014.0	1	sp|P49959|MRE11_HUMAN	 	13.7	708	80592	Double-strand break repair protein MRE11 OS=Homo sapiens (Human) OX=9606 GN=MRE11 PE=1 SV=3	26	26	1.000	8	6	12	8	6	12	8.000	6.000	12.000	 
2015.0	1	sp|P49961|ENTP1_HUMAN	 	10.8	510	57964	Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens (Human) OX=9606 GN=ENTPD1 PE=1 SV=1	20	20	1.000	7	7	6	7	7	6	7.000	7.000	6.000	 
