New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Apr 24 07:35:32 2020
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_A	Total_B	Total_C	Unique_A	Unique_B	Unique_C	Corrected_A	Corrected_B	Corrected_C	PSMs_Used_A	TotInt_126C_A	TotInt_127N_A	TotInt_127C_A	TotInt_128N_A	TotInt_128C_A	TotInt_129N_A	TotInt_129C_A	TotInt_130N_A	TotInt_130C_A	TotInt_131N_A	TotInt_131C_A	PSMs_Used_B	TotInt_126C_B	TotInt_127N_B	TotInt_127C_B	TotInt_128N_B	TotInt_128C_B	TotInt_129N_B	TotInt_129C_B	TotInt_130N_B	TotInt_130C_B	TotInt_131N_B	TotInt_131C_B	PSMs_Used_C	TotInt_126C_C	TotInt_127N_C	TotInt_127C_C	TotInt_128N_C	TotInt_128C_C	TotInt_129N_C	TotInt_129C_C	TotInt_130N_C	TotInt_130C_C	TotInt_131N_C	TotInt_131C_C
1991	1	sp|P49721|PSB2_HUMAN	 	 	 	 	45.8	201	22836	Proteasome subunit beta type-2 OS=Homo sapiens (Human) OX=9606 GN=PSMB2 PE=1 SV=1	28	28	1.000	7	10	11	7	10	11	7.000	10.000	11.000	7	436924.33447199996	562655.862305	532556.419921	551592.037109	981903.242187	718558.9609379999	573507.55957	219041.702636	157080.972167	607236.6767589999	150.0	10	254056.725099	394230.7919940001	892659.871095	461365.155273	550444.838868	863423.9384770001	390581.31250099995	270560.076171	379769.751465	562576.084961	7808.4736330000005	11	519914.98412999994	666825.245238	852849.315917	611260.3049320001	910177.376954	1361288.3148210002	1756313.8046880001	430827.8237320001	257548.81958100005	562588.263672	150.0
1992	1	sp|P49736|MCM2_HUMAN	 	 	 	 	36.2	904	101895	DNA replication licensing factor MCM2 OS=Homo sapiens (Human) OX=9606 GN=MCM2 PE=1 SV=4	59	59	1.000	20	16	23	20	16	23	20.000	16.000	23.000	20	257799.271851	833839.5463870001	2049499.6186520003	512447.6325670001	681741.9790069999	532798.1735859999	456286.2734370001	153066.374635	91139.01477200001	581511.502441	150.0	16	104735.90606700002	166118.15063599998	1099333.076174	245207.890013	501527.21435799997	331792.388672	648597.221438	168036.966917	219193.127684	647741.231444	150.0	23	329007.4044180001	905004.164553	1582755.439942	576184.0772700001	765478.261721	1386764.1030260003	1383722.43604	577382.3942859999	359752.47308400006	742110.566042	20075.394531
1993	1	sp|P49746|TSP3_HUMAN	 	 	sp|P07996|TSP1_HUMAN, sp|P35442|TSP2_HUMAN, sp|P35443|TSP4_HUMAN, sp|P49746|TSP3_HUMAN	 	26.9	956	104200	Thrombospondin-3 OS=Homo sapiens (Human) OX=9606 GN=THBS3 PE=1 SV=1	67	63	0.940	11	18	38	11	16	36	11.000	16.942	37.156	11	640071.335938	200179.033691	355003.16528400005	255150.675781	456884.711914	176891.933106	259851.177247	135352.000366	98893.309569	408744.59667899995	150.0	16	107201.366822	1109678.171385	215922.741942	230205.072022	144586.177734	227370.306885	554630.624022	138931.39746100002	380311.776367	434923.95654100005	12655.501892000002	36	586208.047486	839108.5295419999	909019.8896509999	674059.73511	889598.840213	12872934.888672998	605988.589965	1399293.6786519997	394104.91571400006	1099711.1000990004	150.0
1994	1	sp|P49747|COMP_HUMAN	 	 	sp|P35443|TSP4_HUMAN, sp|P49747|COMP_HUMAN	 	39.5	757	82860	Cartilage oligomeric matrix protein OS=Homo sapiens (Human) OX=9606 GN=COMP PE=1 SV=2	56	45	0.804	16	28	12	12	23	10	15.692	27.600	11.818	12	448475.33911299997	171593.21166899998	98015.612183	252350.41711399998	313807.3585220001	357020.16552800004	232900.88183700002	140004.044861	82242.226563	337438.138671	150.0	23	387098.686218	1364209.5161129998	1024973.562256	421976.75756800006	481717.1275029999	601715.031497	331922.691408	418360.879151	528030.752258	480297.19128300005	8367.542969	10	151132.277344	76673.50177	102198.81506299999	130131.26312400002	185507.80664	481488.532227	158789.735351	133772.343994	74999.79730300001	156455.052735	1105.8178710000002
1995	1	sp|P49748|ACADV_HUMAN	 	 	 	 	55.4	655	70389	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ACADVL PE=1 SV=1	161	161	1.000	47	56	58	47	56	58	47.000	56.000	58.000	47	2314970.6279310007	2489859.9752200004	1477954.5113509996	2993610.1695530005	3713113.125976	3638055.3059079996	3064393.9165040003	1479758.5115349998	2104732.969059	2917115.0755620003	42979.374023	56	2035825.6980579994	2917875.5323489998	4228420.454955	5487101.222168997	3312069.10449	2414162.8333139997	4182683.934325	2781611.9847459993	4432993.661865	4874354.966919999	72419.705629	58	2122015.6495370003	5544433.154294999	5299786.948488	3839251.9636189975	13169304.162235994	14305225.465819998	12954971.136355994	13255174.510742007	2415048.974672	7243239.198728999	19717.769044
1996	1	sp|P49750|YLPM1_HUMAN	 	 	sp|P09543|CN37_HUMAN, sp|P49750|YLPM1_HUMAN, sp|Q5TBK1|N42L1_HUMAN, sp|Q92802|N42L2_HUMAN	 	14.5	2146	241643	YLP motif-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=YLPM1 PE=1 SV=4	44	41	0.932	12	15	17	10	14	17	10.488	14.424	17.000	10	100069.575805	225653.61279100002	208136.938233	180004.19677699998	218497.09765499996	340901.9951180001	155843.739503	79603.44470200001	57156.765015	202096.28760000004	996.5479130000001	14	60939.626220000006	172819.84472799997	337544.96924	155210.87567100002	215081.338135	247323.68286099998	261399.913818	104574.87890599998	143208.243286	244704.186157	699.698059	17	199440.778198	331745.291137	629345.0991209999	377678.258301	299880.77514599997	792232.014158	588013.5561529999	207381.81494100002	100501.279969	338918.84961000003	731.697693
1998	1	sp|P49755|TMEDA_HUMAN	 	 	 	 	41.6	219	24976	Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens (Human) OX=9606 GN=TMED10 PE=1 SV=2	95	95	1.000	25	32	38	25	32	38	25.000	32.000	38.000	25	4242486.496339001	3611007.189334	4775305.383421999	3555983.0451660003	8082749.495118001	5298601.694093	3889920.441773	1332596.2427979999	1033716.745543	4847560.1589359995	3763.7075200000004	32	614391.0573750002	4671923.702026	6068734.659423999	4837396.473878	3281402.7550670006	10912359.843873998	2354335.591308001	1713595.725463	1910556.715639	4051708.059082	13038.270997	38	2625320.0443080002	9799140.503051	4426748.721073001	5474761.697509999	9575151.671145998	15965785.637084	9825802.542849999	3101443.3682880006	902313.863041	5057137.466801001	150.0
1999	1	sp|P49756|RBM25_HUMAN	 	 	 	 	24.8	843	100184	RNA-binding protein 25 OS=Homo sapiens (Human) OX=9606 GN=RBM25 PE=1 SV=3	40	40	1.000	12	15	13	12	15	13	12.000	15.000	13.000	12	335569.48290899995	722080.0761720001	735547.7563479999	631393.980468	849794.527345	821425.185546	570132.4438479999	176354.599365	125564.52148499998	642529.13965	150.0	15	94283.01623599998	434783.074218	965781.973633	369009.960936	532955.280395	798789.6042470002	474314.414552	203190.226929	309863.552244	552327.927733	10308.372133	13	296916.416992	605561.792481	1084343.1718769998	665640.888796	550085.0559069999	1337109.8574210003	1169270.978028	303153.44213900005	139938.62793	552008.721678	150.0
2000	1	sp|P49757|NUMB_HUMAN	 	 	sp|P49757|NUMB_HUMAN, sp|Q9Y6R0|NUMBL_HUMAN	 	6.3	651	70803	Protein numb homolog OS=Homo sapiens (Human) OX=9606 GN=NUMB PE=1 SV=2	6	5	0.833	2	1	3	2	1	2	2.000	1.000	2.500	2	61748.578125	81925.380859	63183.754883	97449.560547	142596.15625	71559.425781	92741.886719	45054.330078000006	45654.380859	95569.199219	150.0	1	2089.260498	5975.169434	13125.834961	7440.539551000001	8882.630859	12305.547852	7057.902344	4456.547363000001	5560.691895	8953.507812	150.0	2	17175.315186	21251.590332	39759.330078000006	22566.554687000003	40242.533203	43191.891600999996	52381.986328	26748.516113	17924.621093	28049.875976	150.0
2001	1	sp|P49770|EI2BB_HUMAN	 	 	 	 	16.8	351	38989	Translation initiation factor eIF-2B subunit beta OS=Homo sapiens (Human) OX=9606 GN=EIF2B2 PE=1 SV=3	6	6	1.000	2	2	2	2	2	2	2.000	2.000	2.000	2	83075.57617199999	99391.873047	132443.492188	82359.210938	140159.101562	134350.835938	85862.49804600001	31793.896484999997	26684.553711	88596.316406	150.0	2	8436.611328	124029.69043	120604.072265	86679.095703	89622.584961	105552.15625	75894.624024	35607.667968999995	45676.054688000004	77680.933594	2811.111328	2	27002.977295	62827.375	97368.101562	70693.14941400001	60461.046875	107559.419922	96618.382813	25278.509766	10547.603516	45929.914063000004	150.0
2002	1	sp|P49773|HINT1_HUMAN	 	 	 	 	60.3	126	13802	Histidine triad nucleotide-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=HINT1 PE=1 SV=2	30	30	1.000	10	11	9	10	11	9	10.000	11.000	9.000	10	1061232.7499999998	2032255.697267	767997.356447	1531892.6093759998	2581561.332032	3059050.398438	2462810.070313	738710.3564449999	605028.26709	2210444.167969	150.0	11	356443.139648	915840.088866	1365349.8046880001	974333.3124980001	1346030.75586	3304833.121094	1515222.873049	841482.052734	1170203.228517	1492918.2499989998	16696.492797	9	856082.234376	1024255.429689	1142192.3203130001	893715.0791019999	1572408.630859	2715653.332032	5465990.820312	957093.4667969999	690755.818359	1467135.951173	9493.869079
2003	1	sp|P49790|NU153_HUMAN	 	 	 	 	22.5	1475	153937	Nuclear pore complex protein Nup153 OS=Homo sapiens (Human) OX=9606 GN=NUP153 PE=1 SV=2	63	63	1.000	26	14	23	26	14	23	26.000	14.000	23.000	26	255873.86974999993	579834.710937	700985.214109	497552.233885	562202.0466310001	1141329.266603	403511.69488399994	191943.61840799998	98753.469909	468015.175049	150.0	14	50233.398071	360112.2553710001	439809.9963369999	222362.30725100002	268319.326296	284582.826906	189389.491577	95022.38788099997	128907.14032000002	289254.85375899996	2272.6521	23	217014.45654400004	259946.323792	448523.960451	275524.840823	266894.33154199994	699996.814453	903775.441408	188063.89752300002	113808.21069200001	339412.25903300004	619.111694
2005	1	sp|P49821|NDUV1_HUMAN	 	 	 	 	33.8	464	50817	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=NDUFV1 PE=1 SV=4	50	50	1.000	18	16	16	18	16	16	18.000	16.000	16.000	18	589755.71582	1036291.430665	921167.640625	1017656.5356449998	1353137.9511720003	1211998.8017590004	1112562.495118	392006.956054	457755.17089799995	929779.427733	21935.298828	16	149977.80065800002	312635.756591	462346.0478499999	278946.428465	314396.52709899994	640834.9438470001	364628.74463	243491.00000299996	283683.242187	447445.47949199995	6320.080078	16	238621.05529699998	368905.53058099997	371375.336426	329808.490416	496740.41455100005	1083244.992798	422624.9245620001	256546.094055	125055.65747100001	343031.447266	2824.354004
2006	1	sp|P49840|GSK3A_HUMAN	 	 	sp|P49840|GSK3A_HUMAN, sp|P49841|GSK3B_HUMAN	 	11.4	483	50980	Glycogen synthase kinase-3 alpha OS=Homo sapiens (Human) OX=9606 GN=GSK3A PE=1 SV=2	8	2	0.250	1	3	4	0	0	2	0.500	0.000	2.667	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	16314.935424000001	212544.131836	136185.493164	42897.316406	163525.610596	322907.514648	169074.874023	192104.608154	43539.649902	158761.81543	150.0
2007	1	sp|P49841|GSK3B_HUMAN	 	 	sp|P49840|GSK3A_HUMAN, sp|P49841|GSK3B_HUMAN	 	35.2	420	46744	Glycogen synthase kinase-3 beta OS=Homo sapiens (Human) OX=9606 GN=GSK3B PE=1 SV=2	12	6	0.500	1	5	6	0	2	4	0.500	5.000	5.333	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	5775.35498	12447.544922	22984.191163	12695.251709	25765.842529	20708.729004	20079.45166	13095.054443	19571.937987999998	31103.129638	150.0	4	10068.298096	28142.064454	43267.727295000004	14950.434448	17823.451171	28373.606445999998	39358.471436	9673.862793	2175.579346	21234.864623999998	150.0
2008	1	sp|P49902|5NTC_HUMAN	 	 	 	 	21.6	561	64969	Cytosolic purine 5'-nucleotidase OS=Homo sapiens (Human) OX=9606 GN=NT5C2 PE=1 SV=1	30	30	1.000	6	12	12	6	12	12	6.000	12.000	12.000	6	258874.59912	240846.677735	283972.08520400006	274614.21704200003	576246.031739	592896.7138660001	416865.563722	110514.144348	75398.782226	327076.721679	1076.506226	12	69405.839478	370898.25366300007	813149.72754	363920.07373	430466.774903	378165.109376	390937.241212	145178.261963	240945.638185	385103.998291	5847.730957	12	151281.668213	494946.583008	416945.25024500006	439821.90655500005	562429.7600110001	1165948.695311	893262.0898419999	278132.163574	110219.442505	383314.257567	150.0
2009	1	sp|P49903|SPS1_HUMAN	 	 	 	 	26.0	392	42910	Selenide, water dikinase 1 OS=Homo sapiens (Human) OX=9606 GN=SEPHS1 PE=1 SV=2	29	29	1.000	12	6	11	12	6	11	12.000	6.000	11.000	12	162826.379762	487003.720215	342689.80078199995	340929.31787	397050.978027	774722.560548	307154.701414	103276.727538	90675.207154	308628.12255699997	150.0	6	30379.377564	121449.867675	233416.379395	85638.287354	145383.20337	166003.16503899998	119346.778319	64880.7052	108579.477051	209548.348877	150.0	11	104106.892334	525092.139893	645593.736328	433445.60742200003	619231.279785	1339101.235352	884455.250488	476542.775636	556923.547851	401178.898926	19496.1875
2010	1	sp|P49908|SEPP1_HUMAN	 	 	 	 	12.3	381	43173	Selenoprotein P OS=Homo sapiens (Human) OX=9606 GN=SELENOP PE=1 SV=3	12	12	1.000	2	7	3	2	7	3	2.000	7.000	3.000	2	39174.082519999996	46832.956055	51323.604492000006	52514.78955	58080.895997	27692.246582	43423.075195000005	28858.933105	19287.409180000002	40212.416016	150.0	7	105560.608643	95530.51721100001	79997.76416	111216.13867400002	135092.158447	84076.22729599998	179895.551513	151196.790772	153996.564452	139694.80737400003	4778.273437	3	28389.362793	18540.623291	35231.781738000005	35334.356933999996	30679.703369000003	40291.787598	54216.648438	49119.313476	45923.461914	36283.826172	150.0
2011	1	sp|P49913|CAMP_HUMAN	 	 	 	 	36.5	170	19301	Cathelicidin antimicrobial peptide OS=Homo sapiens (Human) OX=9606 GN=CAMP PE=1 SV=1	25	25	1.000	4	10	11	4	10	11	4.000	10.000	11.000	4	30924.535646	48109.422363000005	59969.194091	59302.298828	163064.10839900002	71154.54638700001	63186.57470700001	26085.161133	17198.151978	196036.82812700002	150.0	10	77283.96228200001	117376.16473299998	927568.356688	393805.193482	2216824.6193860006	197502.273192	318467.37109399994	150534.464172	120267.01086299999	615371.4871830001	150.0	11	158035.73266500002	2325441.888672	497688.10693300003	7133839.025390999	39775.214233	626740.6134029999	782302.9790030001	420365.5365599999	254806.01855599997	768079.2673349999	150.0
2012	1	sp|P49915|GUAA_HUMAN	 	 	 	 	48.2	693	76715	GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens (Human) OX=9606 GN=GMPS PE=1 SV=1	95	95	1.000	37	21	37	37	21	37	37.000	21.000	37.000	37	968536.6749869998	2946447.1196280005	2259126.1475830004	1830442.4748539994	1563289.421144	2720779.558838	1338504.451174	538599.28711	385814.98889200005	1581477.3755450002	5693.302734999999	21	202245.15936499997	334450.247681	838752.1088880001	418832.732786	486632.52325400006	804242.108401	635397.339234	324918.378358	378713.27807600005	637539.098571	11485.518554999999	37	687715.566408	1959234.4685050002	2087222.8042010001	881159.3986839999	1198080.4226050002	1784152.0449229998	2483129.247559	588068.1209089999	346405.44055	1105984.8735350003	3203.563965
2013	1	sp|P49916|DNLI3_HUMAN	 	 	 	 	8.4	1009	112906	DNA ligase 3 OS=Homo sapiens (Human) OX=9606 GN=LIG3 PE=1 SV=2	19	19	1.000	6	4	9	6	4	9	6.000	4.000	9.000	6	124525.09826700002	295137.051757	188758.042115	235832.24340799998	302286.16674799996	474103.95507799997	184848.60937500003	81513.49768100002	74032.00292999999	266453.855591	7316.841309	4	13388.063721	140747.769776	174879.986573	59808.085265999995	71005.212768	83656.36389100002	79253.71167	33830.703857	45825.34082	111546.556641	150.0	9	168083.77368100002	70434.048218	145815.970215	79740.596191	78088.081788	328882.062988	198523.647948	52729.76123	88907.30969199998	101106.189453	3036.408447
2014	1	sp|P49959|MRE11_HUMAN	 	 	 	 	13.7	708	80592	Double-strand break repair protein MRE11 OS=Homo sapiens (Human) OX=9606 GN=MRE11 PE=1 SV=3	26	26	1.000	8	6	12	8	6	12	8.000	6.000	12.000	8	43129.014893	109383.266114	102718.192383	108145.791991	105627.704102	125579.89404300001	84249.548829	26415.164060999996	20452.411011	93020.103517	150.0	6	16878.045349	91389.94629	138623.238281	76935.187012	72685.60449099999	113022.902344	94130.416993	42719.741211	56974.038574	107471.11206200001	150.0	12	88840.964111	117599.17883400002	182869.990113	176336.55285599997	172492.202821	737054.501467	363075.085448	141745.364991	65047.182128	173550.321411	150.0
2015	1	sp|P49961|ENTP1_HUMAN	 	 	 	 	10.8	510	57964	Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens (Human) OX=9606 GN=ENTPD1 PE=1 SV=1	20	20	1.000	7	7	6	7	7	6	7.000	7.000	6.000	7	509808.70947299997	344043.83789	213807.61230500002	431500.452149	634370.9335950001	233644.16357399998	453714.226564	126632.953125	105263.69555799999	523287.426758	150.0	7	51957.67089699999	68215.173828	220525.78613300002	174457.895508	196990.863282	182340.19336	196248.770508	127779.658203	321595.944335	201273.415038	8034.393982	6	153414.0979	277652.268555	206355.914551	216922.39599599998	360499.841797	215166.30908099998	413037.81543	143477.568115	152034.429931	238295.22998100004	2367.603027
2016	1	sp|P50135|HNMT_HUMAN	 	 	 	 	35.3	292	33295	Histamine N-methyltransferase OS=Homo sapiens (Human) OX=9606 GN=HNMT PE=1 SV=1	37	37	1.000	10	17	10	10	17	10	10.000	17.000	10.000	10	209599.79711800002	273702.555788	234518.95391799998	329588.92199700006	394620.362793	236582.060548	542521.3857420001	260534.577882	129033.318482	349779.061767	2877.423584	17	258002.29431099998	414666.794677	647452.7978520001	674960.167602	662244.699462	656300.796998	491784.5726330001	730888.8041979999	731184.946656	676248.4783950001	24490.094725999996	10	290474.40087899996	461550.88574000006	344293.815431	580268.956055	604541.634767	650047.1533200002	665503.814452	600309.9072269999	449314.98046800005	460822.15234400006	14802.292907000001
2017	1	sp|P50148|GNAQ_HUMAN	 	 	sp|P29992|GNA11_HUMAN, sp|P50148|GNAQ_HUMAN, sp|Q14344|GNA13_HUMAN	 	35.7	359	42142	Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens (Human) OX=9606 GN=GNAQ PE=1 SV=4	32	18	0.562	10	13	9	4	8	6	6.667	10.111	8.000	4	46291.641600999996	93370.304687	163393.808594	92911.674805	157684.378907	146239.603516	114962.332031	53314.526366000006	51354.422364000005	87875.503907	702.129211	8	72864.659424	97652.966797	170755.66845700002	96492.822753	160732.44580000002	111190.08496200001	206612.101561	125298.861818	134791.8208	211676.561522	825.3807370000001	6	26025.562866	64847.086670000004	48497.023193	31890.852784000002	84650.18603599998	91195.03125	102354.382323	53941.454346	34798.232421	52582.936036	150.0
2018	1	sp|P50151|GBG10_HUMAN	 	 	 	 	52.9	68	7205	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 OS=Homo sapiens (Human) OX=9606 GN=GNG10 PE=1 SV=1	7	7	1.000	1	1	5	1	1	5	1.000	1.000	5.000	1	50298.917969	67980.421875	43304.59375	81817.578125	217771.65625	148557.84375	75970.234375	16512.626953	11749.05957	70277.984375	150.0	1	1165.926636	5709.195312	8275.478516	9571.733398	6762.869140999999	10245.662109	4608.198242	2644.4221190000003	4162.91748	10140.298828	150.0	5	57266.828614000005	172252.931641	95725.714844	48764.874512	186724.58300699998	144750.02636699998	341311.849608	113747.330079	57460.763916	96208.879882	150.0
2019	1	sp|P50213|IDH3A_HUMAN	 	 	 	 	43.2	366	39591	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=IDH3A PE=1 SV=1	59	59	1.000	24	23	12	24	23	12	24.000	23.000	12.000	24	1036126.45276	1231928.9624029999	1316831.057982	1469300.3571770003	2142342.1274409997	1867148.203123	1674889.7807609998	700917.8574229998	823273.8933100002	1464575.0993630006	7890.057007	23	583808.513547	2005373.4746089997	871370.4564200003	928416.3049320001	788399.2346199999	1188579.4848629998	1175733.816893	651904.7797860001	897277.11548	1035938.3942890001	15355.852173	12	545201.016116	910848.227784	609157.605224	662448.9246830001	1031464.128906	1475410.7734380001	1668530.9677750003	662875.8024899999	321815.193114	841318.0866700001	8935.929932
2020	1	sp|P50222|MEOX2_HUMAN	 	 	 	 	3.6	304	33594	Homeobox protein MOX-2 OS=Homo sapiens (Human) OX=9606 GN=MEOX2 PE=1 SV=2	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	2	2207.910888	20375.915039	4952.27002	4601.884033	2772.196656	3530.8118890000005	3891.918213	5008.6092530000005	2470.760926	4556.178589	150.0	1	5720.035645	4498.928711	8713.691406	11678.365234	10142.611328	7760.729492	13043.023438	15728.507812	13092.088867	16007.711913999998	997.1401369999999	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021	1	sp|P50225|ST1A1_HUMAN	 	 	sp|P0DMM9|ST1A3_HUMAN, sp|P50225|ST1A1_HUMAN	 	25.4	295	34165	Sulfotransferase 1A1 OS=Homo sapiens (Human) OX=9606 GN=SULT1A1 PE=1 SV=3	13	4	0.308	3	4	6	1	2	1	3.000	4.000	3.500	1	7267.001465	4643.367676	7044.029785	5828.0625	5229.300781	4159.258789	3913.2226560000004	3097.268311	4617.533691	3720.059814	150.0	2	15503.812011	37001.027832	35444.387695	18055.610352	25828.734863	27277.393555000002	50336.294921999994	40861.990234	34808.373047	37686.125977	150.0	1	12788.389648	7865.848633	8394.387695	5115.766113000001	39667.0	25433.882812	30265.941406	20221.910156	21570.199219	16905.390625	150.0
2022	1	sp|P50238|CRIP1_HUMAN	 	 	 	 	31.2	77	8533	Cysteine-rich protein 1 OS=Homo sapiens (Human) OX=9606 GN=CRIP1 PE=1 SV=3	12	12	1.000	3	5	4	3	5	4	3.000	5.000	4.000	3	184361.79004000002	179546.708985	51608.305664	137427.082032	804666.783203	223006.701172	327422.956055	435261.877441	212453.043091	438139.485352	2839.834473	5	51374.390014	118496.766481	212052.348633	62161.313355	50332.957764	94492.57251	108907.690917	100816.03832899999	293256.018799	138308.123046	12438.770996000001	4	93926.27490199999	32701.859373999996	54436.452881	60758.69555599999	67292.029296	1432465.2128899998	20331.045897999997	153906.4292	52510.322877	141075.218018	150.0
2023	1	sp|P50281|MMP14_HUMAN	 	 	 	 	23.0	582	65893	Matrix metalloproteinase-14 OS=Homo sapiens (Human) OX=9606 GN=MMP14 PE=1 SV=3	32	32	1.000	7	10	15	7	10	15	7.000	10.000	15.000	7	154233.843506	178106.28308000002	232504.112304	333313.858643	278232.687501	320439.564209	165414.107666	79103.928955	45178.637818	197693.553711	150.0	10	56868.978516	149906.21337900002	343815.71093800006	316930.85009799997	281523.164063	227082.65478500002	230716.20849699999	111139.786379	173281.398195	284953.24853599997	1539.388184	15	293124.645263	1858720.925296	1754327.0170900007	494830.16320799995	816213.361085	631358.3271499999	791563.2573230001	322412.29663	174753.20348999999	619811.8691399998	150.0
2024	1	sp|P50336|PPOX_HUMAN	 	 	 	 	14.3	477	50765	Protoporphyrinogen oxidase OS=Homo sapiens (Human) OX=9606 GN=PPOX PE=1 SV=1	12	12	1.000	3	1	8	3	1	8	3.000	1.000	8.000	3	11262.545654	13507.881591000001	20530.267334	18428.105469	23196.598145	17161.432373	17893.79248	10814.390014	6300.177369000001	20137.589844000002	150.0	1	900.861328	8036.687012	18801.386719	2858.213623	22577.521484	5039.556640999999	5672.117188	2927.447998	2864.388428	12465.713867	150.0	8	59305.931946	54795.706054	138654.237061	142988.68444799999	106258.249268	734481.476075	304526.00207399996	91954.304811	41494.953001999995	119600.273621	150.0
2025	1	sp|P50395|GDIB_HUMAN	 	 	sp|P31150|GDIA_HUMAN, sp|P50395|GDIB_HUMAN	 	76.6	445	50663	Rab GDP dissociation inhibitor beta OS=Homo sapiens (Human) OX=9606 GN=GDI2 PE=1 SV=2	353	242	0.686	120	111	122	85	73	84	111.562	97.768	112.248	85	6591518.3060289975	10364837.950442	8285134.858278998	10439933.663581999	19106075.924318995	25384782.747559	11911535.921877	4728710.049566003	3002712.876100001	12544741.702883003	4755.071289	73	1816698.677123	5437667.814943999	13446668.517819993	6406751.506346	7766488.831179002	17949337.066651992	5327413.691589	4465110.525267999	7028635.2276059985	10786997.827758996	178728.17016299997	84	4066078.9757090006	16627236.155024005	25217689.095216997	10892634.971194003	22291720.861387994	41948973.403809994	49450081.651617	10625136.929932004	4038794.354856001	13320890.738766002	3128.952758
2026	1	sp|P50402|EMD_HUMAN	 	 	 	 	33.9	254	28994	Emerin OS=Homo sapiens (Human) OX=9606 GN=EMD PE=1 SV=1	39	39	1.000	9	14	16	9	14	16	9.000	14.000	16.000	9	421455.93701199995	708724.5427260001	731984.9824210001	564697.538087	1084631.569336	978694.322267	506771.611817	208527.46612599996	210671.567749	696462.516846	150.0	14	137607.43652199997	1124457.9257829997	1422506.1252430002	577448.937744	863052.846313	848430.782592	521998.025026	269747.75671399996	268108.285401	720916.011475	758.228088	16	906655.505859	793595.0334490002	1686343.8276380002	1047810.515626	813165.3735359998	2328083.9069829998	1656486.130371	584455.603882	392317.47936899995	983873.221924	1132.528076
2027	1	sp|P50416|CPT1A_HUMAN	 	 	 	 	21.6	773	88367	Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens (Human) OX=9606 GN=CPT1A PE=1 SV=2	39	39	1.000	10	20	9	10	20	9	10.000	20.000	9.000	10	127955.83911000002	177018.887941	146129.401855	262427.775635	407730.05053799995	442583.908203	223614.18347099994	83772.26879799999	56549.46948300001	227981.27050900002	150.0	20	173842.755248	223024.359619	438944.81640599994	256547.534914	588332.58252	1233325.942872	484964.725584	307813.91992099996	315719.30749499996	488131.140749	4516.456481	9	143138.196531	123581.947753	213565.06933700002	360267.971372	236106.672851	220090.869627	623262.8291020001	254947.047365	244991.446289	253150.145996	8341.086180999999
2028	1	sp|P50440|GATM_HUMAN	 	 	 	 	22.7	423	48455	Glycine amidinotransferase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=GATM PE=1 SV=1	21	21	1.000	3	7	11	3	7	11	3.000	7.000	11.000	3	42302.627442	70751.523926	107301.65332099999	68844.209961	96318.402344	70122.862305	78310.881836	26833.917480999997	27950.549317	92066.318359	150.0	7	50292.958984	117701.33911099998	473931.123291	173494.490234	109687.37402399999	228033.37915	179118.056641	115007.697265	547401.730468	250562.77197400003	18858.282959	11	90306.17627000001	196992.553467	211285.831055	466004.162354	254440.521973	1440808.1787110001	603726.7021469999	323957.95715399995	102807.656861	288905.63647400006	1997.8096920000003
